table,domain,category,tenant_model,hospital_id,primary_key,fk_count,policy_count,app_file_refs,app_ops,design_provenance,ai_duplication_risk,ai_drift_risk,security_risk,data_integrity_risk,performance_risk,final_verdict,confidence,evidence
quotation_items,Other,JUNCTION,DERIVED via inventory_items/vendor_quotations,NO,id,2,1,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000074_procurement_rfq.sql ; 20261008000074_procurement_rfq.sql
radiology_modalities,Radiology,CORE ENTITY,DIRECT hospital_id,YES,id,1,2,9,READ|INSERT|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260322161647_ebcce498-65ae-4af4-9a4e-c13bca9f1026.sql ; 20260322161647_ebcce498-65ae-4af4-9a4e-c13bca9f1026.sql
radiology_orders,Radiology,CORE ENTITY,DIRECT hospital_id,YES,id,6,4,38,READ|UPDATE|DELETE|INSERT,PATCHED DESIGN (repeated policy rewrites),LOW,MEDIUM,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260322161647_ebcce498-65ae-4af4-9a4e-c13bca9f1026.sql ; 20260322161647_ebcce498-65ae-4af4-9a4e-c13bca9f1026.sql
radiology_reports,Radiology,CORE ENTITY,DIRECT hospital_id,YES,id,5,2,8,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260322161647_ebcce498-65ae-4af4-9a4e-c13bca9f1026.sql ; 20260322161647_ebcce498-65ae-4af4-9a4e-c13bca9f1026.sql
radiology_study_master,Radiology,REFERENCE,DIRECT hospital_id,YES,id,2,1,15,READ|INSERT|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260903000003_radiology_study_master.sql ; 20260903000003_radiology_study_master.sql
razorpay_plan_registry,Payments,CORE ENTITY,DERIVED via subscription_plans,NO,id,1,2,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,"REVIEW (no app usage, no rows)",LOW,20261008000154_platform_billing_v2.sql ; 20261008000154_platform_billing_v2.sql
razorpay_webhook_log,Payments,AUDIT,DENY-ALL (no policies),YES,webhook_id,0,0,2,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260622000007_add_razorpay_webhook_log.sql ; 20260622000007_add_razorpay_webhook_log.sql
reconciliation_discrepancies,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260910000007_med_reconciliation.sql ; 20260910000007_med_reconciliation.sql
record_access_logs,Other,AUDIT,DIRECT hospital_id,YES,id,3,1,2,INSERT|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260909000008_ims.sql ; 20260909000008_ims.sql
record_requests,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260328092644_e20b425f-7b11-4901-833e-bae2cd5c4448.sql ; 20260328092644_e20b425f-7b11-4901-833e-bae2cd5c4448.sql
record_retention_policies,Other,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,2,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260909000008_ims.sql ; 20260909000008_ims.sql
referral_codes,Platform,REFERENCE,DIRECT hospital_id,YES,id,3,2,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20261008000129_referral_system.sql ; 20261008000129_referral_system.sql
referral_doctors,Platform,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,5,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,LOW,KEEP,MEDIUM,20260329151449_d303bc0e-5b84-434f-97a1-0c8b4b6b10a2.sql ; 20260329151449_d303bc0e-5b84-434f-97a1-0c8b4b6b10a2.sql
referral_partners,Platform,CORE ENTITY,DERIVED via users,NO,id,1,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000129_referral_system.sql ; 20261008000129_referral_system.sql
referral_redemptions,Platform,CORE ENTITY,DERIVED via referral_codes,NO,id,2,2,2,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261008000129_referral_system.sql ; 20261008000129_referral_system.sql
refund_payables,Billing,CORE ENTITY,DIRECT hospital_id,YES,id,7,3,7,READ|INSERT,PATCHED DESIGN (repeated policy rewrites),LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260518000003_drug_return_credit_note.sql ; 20260518000003_drug_return_credit_note.sql
report_schedules,Reporting,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,3,INSERT|READ|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,LOW,KEEP,MEDIUM,20260419080734_4f477d12-b854-4b81-b548-67605a4b5454.sql ; 20260419080734_4f477d12-b854-4b81-b548-67605a4b5454.sql
requisition_items,Other,JUNCTION,DERIVED via inventory_items/purchase_requisitions,NO,id,2,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000074_procurement_rfq.sql ; 20261008000074_procurement_rfq.sql
research_cohorts,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260910000011_phase4_research_nps_chain.sql ; 20260910000011_phase4_research_nps_chain.sql
restraint_records,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260904000026_p2_gaps.sql ; 20260904000026_p2_gaps.sql
retention_schedules,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,2,READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260328092644_e20b425f-7b11-4901-833e-bae2cd5c4448.sql ; 20260328092644_e20b425f-7b11-4901-833e-bae2cd5c4448.sql
revenue_alerts,Billing,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260331065220_ae2c4d60-8578-45af-becb-0a465e2d9470.sql ; 20260331065220_ae2c4d60-8578-45af-becb-0a465e2d9470.sql
revenue_leak_actions,Billing,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,2,UPDATE|INSERT|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000113_revenue_leak_actions.sql ; 20261008000113_revenue_leak_actions.sql
rfq_vendors,Procurement,CORE ENTITY,DERIVED via rfqs/vendors,NO,id,2,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000074_procurement_rfq.sql ; 20261008000074_procurement_rfq.sql
rfqs,Procurement,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000074_procurement_rfq.sql
role_permissions,Identity,JUNCTION,DIRECT hospital_id,YES,id,1,2,5,READ|UPDATE|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260327032137_9056a817-66f9-469f-913b-c666dc2e3dc6.sql ; 20260327032137_9056a817-66f9-469f-913b-c666dc2e3dc6.sql
safety_event_capa,Other,CORE ENTITY,DERIVED via users/safety_events,NO,id,2,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260909000002_safety_events.sql ; 20260909000002_safety_events.sql
safety_event_rca,Other,CORE ENTITY,DERIVED via users/safety_events,NO,id,2,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,MEDIUM,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260909000002_safety_events.sql ; 20260909000002_safety_events.sql
safety_events,Other,CORE ENTITY,DIRECT hospital_id,YES,id,6,1,5,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260909000002_safety_events.sql ; 20260909000002_safety_events.sql
safety_rounds,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,1,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260909000007_fms.sql ; 20260909000007_fms.sql
salary_structures,Payroll,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260531000003_payroll_engine.sql ; 20260531000003_payroll_engine.sql
scheme_beneficiaries,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260329063511_1963ad63-bfbd-458c-b038-ebbee8ae482b.sql ; 20260329063511_1963ad63-bfbd-458c-b038-ebbee8ae482b.sql
second_victim_cases,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260509100008_nabh_second_victim.sql ; 20260509100008_nabh_second_victim.sql
second_victim_sessions,Other,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260509100008_nabh_second_victim.sql ; 20260509100008_nabh_second_victim.sql
sedation_scores,ICU,REPORTING,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260910000005_icu_workspace.sql ; 20260910000005_icu_workspace.sql
service_charges,Billing,CORE ENTITY,DIRECT hospital_id,YES,id,7,1,3,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260531000007_billing_leakage_fix.sql ; 20260531000007_billing_leakage_fix.sql
service_master,Billing,REFERENCE,DIRECT hospital_id,YES,id,3,2,47,READ|INSERT|UPDATE|DELETE,PATCHED DESIGN (touched by many migrations),LOW,MEDIUM,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260321172711_08ce171e-0ec4-4070-a0b9-943fc59cab13.sql ; 20260321172711_08ce171e-0ec4-4070-a0b9-943fc59cab13.sql
service_rates,Billing,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,5,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260418165433_d6b096bc-e165-45f9-b6df-0d279a96bd33.sql ; 20260418165433_d6b096bc-e165-45f9-b6df-0d279a96bd33.sql
set_issues,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260328053244_8e0f8d5a-e7a8-4433-bd17-3cbc6805c53c.sql ; 20260328053244_8e0f8d5a-e7a8-4433-bd17-3cbc6805c53c.sql
settlement_reconciliation_flags,Payments,CORE ENTITY,hospital_id present but UNUSED by RLS,YES,id,3,2,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,HIGH,LOW,MEDIUM,KEEP + MODIFY (tenant guard),HIGH,20261008000118_settlement_reconciliation_flags.sql ; 20261008000118_settlement_reconciliation_flags.sql
shift_master,HR,REFERENCE,DIRECT hospital_id,YES,id,1,4,5,READ|INSERT|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260324080455_00c894a3-3659-42b3-8566-d84b0589970e.sql ; 20260518000006_rls_missing_tables.sql
shift_swap_requests,HR,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000062_hr_shift_swap.sql ; 20261008000062_hr_shift_swap.sql
signup_otp_verifications,Platform,CORE ENTITY,DENY-ALL (no policies),NO,id,0,0,3,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261003000002_signup_otp_verifications.sql ; 20261003000002_signup_otp_verifications.sql
sms_notifications,Notifications,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,1,INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260622000003_add_sms_notifications_table.sql ; 20260622000003_add_sms_notifications_table.sql
staff_attendance,HR,CORE ENTITY,DIRECT hospital_id,YES,id,3,3,14,READ|INSERT|UPDATE|DELETE,EVOLVED DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260322092601_7a1cb821-2abc-479b-8d2d-9d19a5740e0b.sql ; 20260322092601_7a1cb821-2abc-479b-8d2d-9d19a5740e0b.sql
staff_burnout_scores,HR,REPORTING,DIRECT hospital_id,YES,id,2,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260601000002_tier3_excellence.sql ; 20260601000002_tier3_excellence.sql
staff_credentials,HR,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,7,READ|INSERT|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260904000025_p1_gaps.sql ; 20260904000025_p1_gaps.sql
staff_documents,HR,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,3,READ|INSERT|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000060_hr_staff_documents.sql ; 20261008000060_hr_staff_documents.sql
staff_exits,HR,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000058_hr_offboarding.sql ; 20261008000058_hr_offboarding.sql
staff_grievances,HR,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000063_hr_staff_grievances.sql ; 20261008000063_hr_staff_grievances.sql
staff_injuries,HR,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260904000026_p2_gaps.sql ; 20260904000026_p2_gaps.sql
staff_privileges,HR,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,4,READ|INSERT|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260909000006_hr_credentialing.sql ; 20260909000006_hr_credentialing.sql
staff_profiles,HR,CORE ENTITY,DIRECT hospital_id,YES,id,3,2,11,READ|INSERT|DELETE|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260324145808_0e88263a-3371-4695-acca-132e3c844e4b.sql ; 20260324145808_0e88263a-3371-4695-acca-132e3c844e4b.sql
staff_salary_assignments,HR,JUNCTION,DIRECT hospital_id,YES,id,3,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260531000003_payroll_engine.sql ; 20260531000003_payroll_engine.sql
staff_training_records,HR,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,5,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260909000006_hr_credentialing.sql ; 20260909000006_hr_credentialing.sql
staffing_alerts,HR,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,2,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260509100004_nabh_acuity_staffing.sql ; 20260509100004_nabh_acuity_staffing.sql
sterilization_cycles,Infection Control,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,3,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260328053244_8e0f8d5a-e7a8-4433-bd17-3cbc6805c53c.sql ; 20260328053244_8e0f8d5a-e7a8-4433-bd17-3cbc6805c53c.sql
stimulation_monitoring,Other,CORE ENTITY,DIRECT hospital_id,YES,id,3,2,2,READ|INSERT,DUPLICATED DESIGN (multiple CREATE TABLE),HIGH,MEDIUM,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260330090552_8f181820-6667-4345-ae68-d4aed2b4e34e.sql ; 20260330090552_8f181820-6667-4345-ae68-d4aed2b4e34e.sql
stock_count_items,Inventory,JUNCTION,DERIVED via stock_counts/inventory_items,NO,id,2,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000072_stock_counts.sql ; 20261008000072_stock_counts.sql
stock_counts,Inventory,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000072_stock_counts.sql ; 20261008000072_stock_counts.sql
stock_reorder_triggers,Inventory,CORE ENTITY,DIRECT hospital_id,YES,id,2,2,1,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260521000002_pharmacy_expiry_control.sql ; 20260521000002_pharmacy_expiry_control.sql
stock_transactions,Inventory,CORE ENTITY,DIRECT hospital_id,YES,id,4,4,6,INSERT|READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260324080900_880106fb-2a83-4c42-aec2-012df6887a7a.sql ; 20260518000006_rls_missing_tables.sql
store_indent_items,Inventory,JUNCTION,DERIVED via store_indents/inventory_items,NO,id,2,1,3,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260908000010_ward_store_inventory.sql ; 20260908000010_ward_store_inventory.sql
store_indents,Inventory,CORE ENTITY,DIRECT hospital_id,YES,id,6,1,4,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260908000010_ward_store_inventory.sql ; 20260908000010_ward_store_inventory.sql
store_locations,Inventory,CORE ENTITY,DIRECT hospital_id,YES,id,2,1,7,READ|INSERT|UPDATE|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260908000010_ward_store_inventory.sql ; 20260908000010_ward_store_inventory.sql
store_stock,Inventory,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,4,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000068_store_stock_balances.sql ; 20261008000068_store_stock_balances.sql
store_stock_movements,Inventory,CORE ENTITY,DIRECT hospital_id,YES,id,5,1,4,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260908000010_ward_store_inventory.sql ; 20260908000010_ward_store_inventory.sql
subscription_events,Platform,PLATFORM,DIRECT hospital_id,YES,id,1,2,5,INSERT|READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260609000001_saas_automation_tables.sql ; 20260609000001_saas_automation_tables.sql
subscription_invoices,Platform,PLATFORM,DIRECT hospital_id,YES,id,2,3,7,READ|INSERT|UPDATE,EVOLVED DESIGN (heavy column accretion),LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260609000001_saas_automation_tables.sql ; 20260609000001_saas_automation_tables.sql
subscription_plans,Platform,PLATFORM,GLOBAL / non-tenant,NO,id,0,3,13,READ|INSERT|UPDATE,EVOLVED DESIGN (heavy column accretion),LOW,MEDIUM,CRITICAL,MEDIUM,LOW,KEEP + MODIFY (fix RLS),HIGH,20260601150001_aumrti_control_plane.sql ; 20260601150001_aumrti_control_plane.sql
system_config,Other,CONFIGURATION,DIRECT hospital_id,YES,id,1,3,1,READ|UPDATE|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260327045637_374bfc54-05be-4d73-9183-63f042dcadb0.sql ; 20260327045637_374bfc54-05be-4d73-9183-63f042dcadb0.sql
tally_export_log,Other,AUDIT,DIRECT hospital_id,YES,id,2,1,2,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260612000001_tally_sync_log.sql ; 20260612000001_tally_sync_log.sql
tally_ledger_mapping,Other,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,3,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260524000004_integrations.sql ; 20260524000004_integrations.sql
tds_annual_summary,Payroll,REPORTING,DIRECT hospital_id,YES,id,2,1,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,"REVIEW (no app usage, no rows)",LOW,20260531000003_payroll_engine.sql ; 20260531000003_payroll_engine.sql
tds_sections,Payroll,CORE ENTITY,DIRECT hospital_id,YES,id,1,1,2,READ|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261008000078_tds_and_partial_payments.sql ; 20261008000078_tds_and_partial_payments.sql
teleconsult_sessions,Telemedicine,CORE ENTITY,DIRECT hospital_id,YES,id,5,2,7,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260327033127_f82bf142-1eee-48a3-a0fe-8474921bbcf0.sql ; 20260327033127_f82bf142-1eee-48a3-a0fe-8474921bbcf0.sql
therapy_plans,Other,CORE ENTITY,DIRECT hospital_id,YES,id,0,2,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260521000003_mental_health.sql ; 20260521000003_mental_health.sql
therapy_sessions,Other,CORE ENTITY,DIRECT hospital_id,YES,id,1,2,1,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260521000003_mental_health.sql ; 20260521000003_mental_health.sql
toxicity_events,Other,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260328054628_52972efb-5442-46fd-a624-f86462360ec5.sql ; 20260328054628_52972efb-5442-46fd-a624-f86462360ec5.sql
tpa_config,TPA,CONFIGURATION,DIRECT hospital_id,YES,id,1,4,7,READ|INSERT|UPDATE,EVOLVED DESIGN (heavy column accretion),LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260323043602_2759c101-1bf1-4e3d-9f97-f9c25785c639.sql ; 20260518000006_rls_missing_tables.sql
tpa_dispute_communications,TPA,CORE ENTITY,DIRECT hospital_id,YES,id,3,1,1,READ|INSERT,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260531000006_rcm_gaps.sql ; 20260531000006_rcm_gaps.sql
tpa_disputes,TPA,CORE ENTITY,DIRECT hospital_id,YES,id,4,1,2,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,MEDIUM,KEEP,MEDIUM,20260531000006_rcm_gaps.sql ; 20260531000006_rcm_gaps.sql
tpa_queries,TPA,CORE ENTITY,DIRECT hospital_id,YES,id,5,1,3,READ|UPDATE|INSERT,PATCHED DESIGN (repeated policy rewrites),LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260529_insurance_upgrade.sql ; 20260529_insurance_upgrade.sql
transfusion_reactions,Blood Bank,CORE ENTITY,DIRECT hospital_id,YES,id,5,1,0,NONE,INTENTIONAL DESIGN,LOW,LOW,LOW,MEDIUM,HIGH,"REVIEW (no app usage, no rows)",LOW,20260531000005_blood_bank_tti_isbt.sql ; 20260531000005_blood_bank_tti_isbt.sql
translate_pricing,Other,CORE ENTITY,GLOBAL / non-tenant,NO,id,0,1,1,READ,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261009000179_translate_pricing.sql ; 20261009000179_translate_pricing.sql
tv_display_settings,Other,CONFIGURATION,DIRECT hospital_id,YES,id,1,2,3,READ|INSERT|UPDATE,INTENTIONAL DESIGN,LOW,MEDIUM,CRITICAL,LOW,LOW,KEEP + MODIFY (fix RLS),HIGH,20260524000001_queue_state_tv_settings.sql ; 20260524000001_queue_state_tv_settings.sql
user_permission_overrides,Identity,CORE ENTITY,DIRECT hospital_id,YES,id,2,2,2,READ|INSERT|DELETE,INTENTIONAL DESIGN,LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20261008000156_user_permission_overrides.sql ; 20261008000156_user_permission_overrides.sql
user_tour_progress,Identity,CORE ENTITY,DERIVED via platform_onboarding_tours/users,NO,id,2,3,2,READ|INSERT,PATCHED DESIGN (repeated policy rewrites),LOW,LOW,LOW,LOW,MEDIUM,KEEP,MEDIUM,20261008000112_onboarding_tours.sql ; 20261008000112_onboarding_tours.sql
user_trusted_devices,Identity,CORE ENTITY,DERIVED via users,NO,id,1,3,2,INSERT|READ|DELETE,PATCHED DESIGN (repeated policy rewrites),LOW,LOW,LOW,LOW,LOW,KEEP,MEDIUM,20260910000003_user_mfa.sql ; 20260910000003_user_mfa.sql
users,Identity,CORE ENTITY,DIRECT hospital_id,YES,id,5,4,297,READ|INSERT|UPDATE|DELETE,PATCHED DESIGN (touched by many migrations),LOW,MEDIUM,LOW,MEDIUM,HIGH,KEEP + MODIFY (add FK indexes),HIGH,20260321162749_5754cd97-c837-4c8f-a419-b2dd4b7f66f5.sql ; 20260321172711_08ce171e-0ec4-4070-a0b9-943fc59cab13.sql
vaccination_due,Vaccination,CORE ENTITY,DIRECT hospital_id,YES,id,3,2,4,READ|INSERT|UPDATE,DUPLICATED DESIGN (multiple CREATE TABLE),HIGH,MEDIUM,LOW,LOW,MEDIUM,KEEP,MEDIUM,20260330082601_4d96ad0c-559e-412b-978e-1c9185e66d76.sql ; 20260330082601_4d96ad0c-559e-412b-978e-1c9185e66d76.sql
